source_system,source_code,source_label,system,canonical_code,canonical_label,canonical_level,is_primary,match_method,confidence,notes
FOR2008,01,MATHEMATICAL SCIENCES,FOR,49,MATHEMATICAL SCIENCES,division,True,derived_empirical,1.0,"rolled up from 40 FOR2008 leaf-level mapping(s), 40 agreeing"
FOR2008,0101,PURE MATHEMATICS,FOR,4904,Pure mathematics,group,True,derived_empirical,1.0,"rolled up from 13 FOR2008 leaf-level mapping(s), 13 agreeing"
FOR2008,010101,Algebra and Number Theory,FOR,490401,Algebra and number theory,field,True,explicit_official,1.0,
FOR2008,010102,Algebraic and Differential Geometry,FOR,490402,Algebraic and differential geometry,field,True,explicit_official,1.0,
FOR2008,010103,"Category Theory, K Theory, Homological Algebra",FOR,490403,"Category theory, k theory, homological algebra",field,True,explicit_official,1.0,
FOR2008,010104,Combinatorics and Discrete Mathematics (excl. Physical Combinatorics),FOR,490404,Combinatorics and discrete mathematics (excl. physical combinatorics),field,True,explicit_official,1.0,
FOR2008,010105,Group Theory and Generalisations,FOR,490405,Group theory and generalisations,field,True,explicit_official,1.0,
FOR2008,010106,"Lie Groups, Harmonic and Fourier Analysis",FOR,490406,"Lie groups, harmonic and Fourier analysis",field,True,explicit_official,1.0,
FOR2008,010107,"Mathematical Logic, Set Theory, Lattices and Universal Algebra",FOR,490407,"Mathematical logic, set theory, lattices and universal algebra",field,True,explicit_official,1.0,
FOR2008,010108,Operator Algebras and Functional Analysis,FOR,490408,Operator algebras and functional analysis,field,True,explicit_official,1.0,
FOR2008,010109,"Ordinary Differential Equations, Difference Equations and Dynamical Systems",FOR,490409,"Ordinary differential equations, difference equations and dynamical systems",field,True,explicit_official,1.0,
FOR2008,010110,Partial Differential Equations,FOR,490410,Partial differential equations,field,True,explicit_official,1.0,
FOR2008,010111,Real and Complex Functions (incl. Several Variables),FOR,490411,Real and complex functions (incl. several variables),field,True,explicit_official,1.0,
FOR2008,010112,Topology,FOR,490412,Topology,field,True,explicit_official,1.0,
FOR2008,010199,Pure Mathematics not elsewhere classified,FOR,490499,Pure mathematics not elsewhere classified,field,True,explicit_official,1.0,
FOR2008,0102,APPLIED MATHEMATICS,FOR,4901,Applied mathematics,group,True,derived_empirical,1.0,"rolled up from 8 FOR2008 leaf-level mapping(s), 8 agreeing"
FOR2008,010201,Approximation Theory and Asymptotic Methods,FOR,490101,Approximation theory and asymptotic methods,field,True,explicit_official,1.0,
FOR2008,010202,Biological Mathematics,FOR,490102,Biological mathematics,field,True,explicit_official,1.0,
FOR2008,010203,"Calculus of Variations, Systems Theory and Control Theory",FOR,490103,"Calculus of variations, mathematical aspects of systems theory and control theory",field,True,explicit_official,1.0,
FOR2008,010204,Dynamical Systems in Applications,FOR,490105,Dynamical systems in applications,field,True,explicit_official,1.0,
FOR2008,010205,Financial Mathematics,FOR,490106,Financial mathematics,field,True,explicit_official,1.0,
FOR2008,010206,Operations Research,FOR,490108,Operations research,field,True,explicit_official,1.0,
FOR2008,010207,Theoretical and Applied Mechanics,FOR,490109,Theoretical and applied mechanics,field,True,explicit_official,1.0,
FOR2008,010299,Applied Mathematics not elsewhere classified,FOR,490104,Complex systems,field,False,lexical,0.271,lexical tiebreak among 3 p-flagged candidates
FOR2008,010299,Applied Mathematics not elsewhere classified,FOR,490199,Applied mathematics not elsewhere classified,field,True,lexical,1.0,lexical tiebreak among 3 p-flagged candidates
FOR2008,010299,Applied Mathematics not elsewhere classified,FOR,490107,Mathematical methods and special functions,field,False,lexical,0.349,lexical tiebreak among 3 p-flagged candidates
FOR2008,0103,NUMERICAL AND COMPUTATIONAL MATHEMATICS,FOR,4903,Numerical and computational mathematics,group,True,derived_empirical,1.0,"rolled up from 4 FOR2008 leaf-level mapping(s), 4 agreeing"
FOR2008,010301,Numerical Analysis,FOR,490302,Numerical analysis,field,True,explicit_official,1.0,
FOR2008,010302,Numerical Solution of Differential and Integral Equations,FOR,490303,Numerical solution of differential and integral equations,field,True,explicit_official,1.0,
FOR2008,010303,Optimisation,FOR,490304,Optimisation,field,True,explicit_official,1.0,
FOR2008,010399,Numerical and Computational Mathematics not elsewhere classified,FOR,490301,Experimental mathematics,field,False,lexical,0.432,lexical tiebreak among 2 p-flagged candidates
FOR2008,010399,Numerical and Computational Mathematics not elsewhere classified,FOR,490399,Numerical and computational mathematics not elsewhere classified,field,True,lexical,1.0,lexical tiebreak among 2 p-flagged candidates
FOR2008,0104,STATISTICS,FOR,4905,Statistics,group,True,derived_empirical,1.0,"rolled up from 7 FOR2008 leaf-level mapping(s), 7 agreeing"
FOR2008,010401,Applied Statistics,FOR,490508,Statistical data science,field,False,lexical,0.476,lexical tiebreak among 6 p-flagged candidates
FOR2008,010401,Applied Statistics,FOR,490511,Time series and spatial modelling,field,False,lexical,0.353,lexical tiebreak among 6 p-flagged candidates
FOR2008,010401,Applied Statistics,FOR,490503,Computational statistics,field,False,lexical,0.619,lexical tiebreak among 6 p-flagged candidates
FOR2008,010401,Applied Statistics,FOR,490507,Spatial statistics,field,False,lexical,0.722,lexical tiebreak among 6 p-flagged candidates
FOR2008,010401,Applied Statistics,FOR,490501,Applied statistics,field,True,lexical,1.0,lexical tiebreak among 6 p-flagged candidates
FOR2008,010401,Applied Statistics,FOR,490505,Large and complex data theory,field,False,lexical,0.34,lexical tiebreak among 6 p-flagged candidates
FOR2008,010402,Biostatistics,FOR,490502,Biostatistics,field,True,explicit_official,1.0,
FOR2008,010403,Forensic Statistics,FOR,490504,"Forensic evaluation, inference and statistics",field,True,explicit_official,1.0,
FOR2008,010404,Probability Theory,FOR,490506,Probability theory,field,True,explicit_official,1.0,
FOR2008,010405,Statistical Theory,FOR,490509,Statistical theory,field,True,explicit_official,1.0,
FOR2008,010406,Stochastic Analysis and Modelling,FOR,490510,Stochastic analysis and modelling,field,True,explicit_official,1.0,
FOR2008,010499,Statistics not elsewhere classified,FOR,490599,Statistics not elsewhere classified,field,True,explicit_official,1.0,
FOR2008,0105,MATHEMATICAL PHYSICS,FOR,4902,Mathematical physics,group,True,derived_empirical,1.0,"rolled up from 7 FOR2008 leaf-level mapping(s), 7 agreeing"
FOR2008,010501,Algebraic Structures in Mathematical Physics,FOR,490201,Algebraic structures in mathematical physics,field,True,explicit_official,1.0,
FOR2008,010502,Integrable Systems (Classical and Quantum),FOR,490202,Integrable systems (classical and quantum),field,True,explicit_official,1.0,
FOR2008,010503,"Mathematical Aspects of Classical Mechanics, Quantum Mechanics and Quantum Information Theory",FOR,490203,"Mathematical aspects of classical mechanics, quantum mechanics and quantum information theory",field,True,explicit_official,1.0,
FOR2008,010504,Mathematical Aspects of General Relativity,FOR,490204,Mathematical aspects of general relativity,field,True,explicit_official,1.0,
FOR2008,010505,"Mathematical Aspects of Quantum and Conformal Field Theory, Quantum Gravity and String Theory",FOR,490205,"Mathematical aspects of quantum and conformal field theory, quantum gravity and string theory",field,True,explicit_official,1.0,
FOR2008,010506,"Statistical Mechanics, Physical Combinatorics and Mathematical Aspects of Condensed Matter",FOR,490206,"Statistical mechanics, physical combinatorics and mathematical aspects of condensed matter",field,True,explicit_official,1.0,
FOR2008,010599,Mathematical Physics not elsewhere classified,FOR,490299,Mathematical physics not elsewhere classified,field,True,explicit_official,1.0,
FOR2008,0199,OTHER MATHEMATICAL SCIENCES,FOR,4999,Other mathematical sciences,group,True,derived_empirical,1.0,"rolled up from 1 FOR2008 leaf-level mapping(s), 1 agreeing"
FOR2008,019999,Mathematical Sciences not elsewhere classified,FOR,499999,Other mathematical sciences not elsewhere classified,field,True,lexical,0.939,lexical tiebreak among 6 p-flagged candidates
FOR2008,019999,Mathematical Sciences not elsewhere classified,FOR,451905,Global Indigenous studies sciences,field,False,lexical,0.275,lexical tiebreak among 6 p-flagged candidates
FOR2008,019999,Mathematical Sciences not elsewhere classified,FOR,450609,"Aboriginal and Torres Strait Islander mathematical, physical and chemical sciences (excl. astronomy and cosmology)",field,False,lexical,0.35,lexical tiebreak among 6 p-flagged candidates
FOR2008,019999,Mathematical Sciences not elsewhere classified,FOR,451709,"Pacific Peoples mathematical, physical and chemical sciences (excl. astronomy and cosmology)",field,False,lexical,0.406,lexical tiebreak among 6 p-flagged candidates
