code,level,label,parent_code
380199,field,Applied economics not elsewhere classified,3801
3802,group,Econometrics,38
380201,field,Cross-sectional analysis,3802
380202,field,Econometric and statistical methods,3802
380203,field,Economic models and forecasting,3802
380204,field,Panel data analysis,3802
380205,field,Time-series analysis,3802
380299,field,Econometrics not elsewhere classified,3802
3803,group,Economic theory,38
380301,field,History of economic thought,3803
380302,field,Macroeconomic theory,3803
380303,field,Mathematical economics,3803
380304,field,Microeconomic theory,3803
380399,field,Economic theory not elsewhere classified,3803
3899,group,Other economics,38
389901,field,Comparative economic systems,3899
389902,field,Ecological economics,3899
389903,field,Heterodox economics,3899
389999,field,Other economics not elsewhere classified,3899
39,division,EDUCATION,
3901,group,Curriculum and pedagogy,39
390101,field,"Creative arts, media and communication curriculum and pedagogy",3901
390102,field,Curriculum and pedagogy theory and development,3901
390103,field,"Economics, business and management curriculum and pedagogy",3901
390104,field,"English and literacy curriculum and pedagogy (excl. LOTE, ESL and TESOL)",3901
390105,field,Environmental education curriculum and pedagogy,3901
390106,field,Geography education curriculum and pedagogy,3901
390107,field,"Humanities and social sciences curriculum and pedagogy (excl. economics, business and management)",3901
390108,field,"LOTE, ESL and TESOL curriculum and pedagogy",3901
390109,field,Mathematics and numeracy curriculum and pedagogy,3901
390110,field,"Medicine, nursing and health curriculum and pedagogy",3901
390111,field,Physical education and development curriculum and pedagogy,3901
390112,field,Religion curriculum and pedagogy,3901
390113,field,"Science, technology and engineering curriculum and pedagogy",3901
390114,field,Vocational education and training curriculum and pedagogy,3901
390115,field,Work integrated learning (incl. internships),3901
390199,field,Curriculum and pedagogy not elsewhere classified,3901
3902,group,"Education policy, sociology and philosophy",39
390201,field,Education policy,3902
390202,field,History and philosophy of education,3902
390203,field,Sociology of education,3902
390299,field,"Education policy, sociology and philosophy not elsewhere classified",3902
3903,group,Education systems,39
390301,field,Continuing and community education,3903
390302,field,Early childhood education,3903
390303,field,Higher education,3903
390304,field,Primary education,3903
390305,field,Professional education and training,3903
390306,field,Secondary education,3903
390307,field,Teacher education and professional development of educators,3903
390308,field,"Technical, further and workplace education",3903
390399,field,Education systems not elsewhere classified,3903
3904,group,Specialist studies in education,39
390401,field,Comparative and cross-cultural education,3904
390402,field,Education assessment and evaluation,3904
390403,field,"Educational administration, management and leadership",3904
390404,field,Educational counselling,3904
390405,field,Educational technology and computing,3904
390406,field,"Gender, sexuality and education",3904
390407,field,Inclusive education,3904
390408,field,Learning analytics,3904
390409,field,Learning sciences,3904
390410,field,"Multicultural education (excl. Aboriginal and Torres Strait Islander, Māori and Pacific Peoples)",3904
390411,field,Special education and disability,3904
390412,field,Teacher and student wellbeing,3904
390499,field,Specialist studies in education not elsewhere classified,3904
3999,group,Other Education,39
399999,field,Other education not elsewhere classified,3999
40,division,ENGINEERING,
4001,group,Aerospace engineering,40
400101,field,Aerospace materials,4001
400102,field,Aerospace structures,4001
400103,field,Aircraft performance and flight control systems,4001
400104,field,Avionics,4001
400105,field,Flight dynamics,4001
400106,field,Hypersonic propulsion and hypersonic aerothermodynamics,4001
400107,field,"Satellite, space vehicle and missile design and testing",4001
400199,field,Aerospace engineering not elsewhere classified,4001
4002,group,Automotive engineering,40
400201,field,Automotive combustion and fuel engineering,4002
400202,field,Automotive engineering materials,4002
400203,field,Automotive mechatronics and autonomous systems,4002
400204,field,Automotive safety engineering,4002
400205,field,Hybrid and electric vehicles and powertrains,4002
400299,field,Automotive engineering not elsewhere classified,4002
4003,group,Biomedical engineering,40
400301,field,Biofabrication,4003
400302,field,Biomaterials,4003
400303,field,Biomechanical engineering,4003
400304,field,Biomedical imaging,4003
400305,field,Biomedical instrumentation,4003
400306,field,Computational physiology,4003
400307,field,Mechanobiology,4003
400308,field,Medical devices,4003
400309,field,Neural engineering,4003
400310,field,Rehabilitation engineering,4003
400311,field,Tissue engineering,4003
400399,field,Biomedical engineering not elsewhere classified,4003
4004,group,Chemical engineering,40
400401,field,Carbon capture engineering (excl. sequestration),4004
400402,field,Chemical and thermal processes in energy and combustion,4004
400403,field,Chemical engineering design,4004
400404,field,Electrochemical energy storage and conversion,4004
400405,field,Food engineering,4004
400406,field,Powder and particle technology,4004
400407,field,Process control and simulation,4004
400408,field,Reaction engineering (excl. nuclear reactions),4004
400409,field,Separation technologies,4004
400410,field,Wastewater treatment processes,4004
400411,field,Water treatment processes,4004
400499,field,Chemical engineering not elsewhere classified,4004
4005,group,Civil engineering,40
400501,field,Architectural engineering,4005
400502,field,Civil geotechnical engineering,4005
400503,field,Complex civil systems,4005
400504,field,Construction engineering,4005
400505,field,Construction materials,4005
400506,field,Earthquake engineering,4005
400507,field,Fire safety engineering,4005
400508,field,Infrastructure engineering and asset management,4005
400509,field,Structural dynamics,4005
400510,field,Structural engineering,4005
400511,field,Timber engineering,4005
400512,field,Transport engineering,4005
400513,field,Water resources engineering,4005
400599,field,Civil engineering not elsewhere classified,4005
4006,group,Communications engineering,40
400601,field,Antennas and propagation,4006
400602,field,Data communications,4006
400603,field,"Molecular, biological, and multi-scale communications",4006
400604,field,Network engineering,4006
400605,field,Optical fibre communication systems and technologies,4006
400606,field,Satellite communications,4006
400607,field,Signal processing,4006
400608,field,Wireless communication systems and technologies (incl. microwave and millimetrewave),4006
400699,field,Communications engineering not elsewhere classified,4006
4007,group,"Control engineering, mechatronics and robotics",40
400701,field,Assistive robots and technology,4007
400702,field,Automation engineering,4007
400703,field,Autonomous vehicle systems,4007
400704,field,Biomechatronics,4007
400705,field,Control engineering,4007
400706,field,Field robotics,4007
400707,field,Manufacturing robotics,4007
400708,field,Mechatronics hardware design and architecture,4007
400709,field,Medical robotics,4007
400710,field,Micro-manipulation,4007
400711,field,"Simulation, modelling, and programming of mechatronics systems",4007
400799,field,"Control engineering, mechatronics and robotics not elsewhere classified",4007
4008,group,Electrical engineering,40
400801,field,Circuits and systems,4008
400802,field,Electrical circuits and systems,4008
400803,field,"Electrical energy generation (incl. renewables, excl. photovoltaics)",4008
400804,field,Electrical energy storage,4008
400805,field,"Electrical energy transmission, networks and systems",4008
400806,field,Electrical machines and drives,4008
400807,field,Engineering electromagnetics,4008
400808,field,Photovoltaic power systems,4008
400899,field,Electrical engineering not elsewhere classified,4008
4009,group,"Electronics, sensors and digital hardware",40
400901,field,Analog electronics and interfaces,4009
400902,field,Digital electronic devices,4009
400903,field,Digital processor architectures,4009
400904,field,"Electronic device and system performance evaluation, testing and simulation",4009
400905,field,Electronic instrumentation,4009
400906,field,Electronic sensors,4009
400907,field,Industrial electronics,4009
400908,field,Microelectronics,4009
400909,field,"Photonic and electro-optical devices, sensors and systems (excl. communications)",4009
400910,field,Photovoltaic devices (solar cells),4009
400911,field,Power electronics,4009
400912,field,Quantum engineering systems (incl. computing and communications),4009
400913,field,Radio frequency engineering,4009
400999,field,"Electronics, sensors and digital hardware not elsewhere classified",4009
4010,group,Engineering practice and education,40
401001,field,Engineering design,4010
401002,field,Engineering education,4010
401003,field,Engineering practice,4010
401004,field,Humanitarian engineering,4010
401005,field,Risk engineering,4010
401006,field,Systems engineering,4010
401099,field,Engineering practice and education not elsewhere classified,4010
4011,group,Environmental engineering,40
401101,field,Air pollution modelling and control,4011
401102,field,Environmentally sustainable engineering,4011
401103,field,Global and planetary environmental engineering,4011
401104,field,Health and ecological risk assessment,4011
401105,field,Life cycle assessment and industrial ecology,4011
401106,field,"Waste management, reduction, reuse and recycling",4011
401199,field,Environmental engineering not elsewhere classified,4011
4012,group,Fluid mechanics and thermal engineering,40
401201,field,Aerodynamics (excl. hypersonic aerodynamics),4012
401202,field,Bio-fluids,4012
401203,field,Biomedical fluid mechanics,4012
401204,field,"Computational methods in fluid flow, heat and mass transfer (incl. computational fluid dynamics)",4012
401205,field,"Experimental methods in fluid flow, heat and mass transfer",4012
401206,field,Fluid-structure interaction and aeroacoustics,4012
401207,field,Fundamental and theoretical fluid dynamics,4012
401208,field,Geophysical and environmental fluid flows,4012
401209,field,Hydrodynamics and hydraulic engineering,4012
401210,field,Microfluidics and nanofluidics,4012
401211,field,Multiphysics flows (incl. multiphase and reacting flows),4012
401212,field,Non-Newtonian fluid flows (incl. rheology),4012
401213,field,Turbulent flows,4012
401299,field,Fluid mechanics and thermal engineering not elsewhere classified,4012
4013,group,Geomatic engineering,40
401301,field,Cartography and digital mapping,4013
401302,field,Geospatial information systems and geospatial data modelling,4013
401303,field,Navigation and position fixing,4013
401304,field,Photogrammetry and remote sensing,4013
401305,field,Satellite-based positioning,4013
401306,field,Surveying (incl. hydrographic surveying),4013
401399,field,Geomatic engineering not elsewhere classified,4013
4014,group,Manufacturing engineering,40
401401,field,Additive manufacturing,4014
401402,field,CAD/CAM systems,4014
401403,field,Flexible manufacturing systems,4014
401404,field,Industrial engineering,4014
401405,field,Machine tools,4014
401406,field,Machining,4014
401407,field,Manufacturing management,4014
401408,field,Manufacturing processes and technologies (excl. textiles),4014
401409,field,Manufacturing safety and quality,4014
401410,field,Microtechnology,4014
401411,field,"Packaging, storage and transportation (excl. food and agricultural products)",4014
401412,field,Precision engineering,4014
401413,field,Textile technology,4014
401499,field,Manufacturing engineering not elsewhere classified,4014
4015,group,Maritime engineering,40
401501,field,Marine engineering,4015
401502,field,Naval architecture,4015
401503,field,Ocean engineering,4015
401504,field,Ship and platform structures (incl. maritime hydrodynamics),4015
401505,field,Special vehicles,4015
401599,field,Maritime engineering not elsewhere classified,4015
4016,group,Materials engineering,40
401601,field,Ceramics,4016
401602,field,Composite and hybrid materials,4016
401603,field,Compound semiconductors,4016
401604,field,Elemental semiconductors,4016
401605,field,Functional materials,4016
401606,field,Glass,4016
401607,field,Metals and alloy materials,4016
401608,field,Organic semiconductors,4016
401609,field,Polymers and plastics,4016
401610,field,"Timber, pulp and paper",4016
401611,field,Wearable materials,4016
401699,field,Materials engineering not elsewhere classified,4016
4017,group,Mechanical engineering,40
401701,field,Acoustics and noise control (excl. architectural acoustics),4017
401702,field,"Dynamics, vibration and vibration control",4017
401703,field,"Energy generation, conversion and storage (excl. chemical and electrical)",4017
401704,field,Mechanical engineering asset management,4017
401705,field,Microelectromechanical systems (MEMS),4017
401706,field,Numerical modelling and mechanical characterisation,4017
401707,field,Solid mechanics,4017
401708,field,Tribology,4017
401799,field,Mechanical engineering not elsewhere classified,4017
4018,group,Nanotechnology,40
401801,field,Micro- and nanosystems,4018
401802,field,Molecular and organic electronics,4018
401803,field,Nanoelectromechanical systems,4018
401804,field,Nanoelectronics,4018
401805,field,"Nanofabrication, growth and self assembly",4018
401806,field,Nanomanufacturing,4018
401807,field,Nanomaterials,4018
401808,field,Nanometrology,4018
401809,field,Nanophotonics,4018
401810,field,Nanoscale characterisation,4018
401899,field,Nanotechnology not elsewhere classified,4018
4019,group,Resources engineering and extractive metallurgy,40
401901,field,Electrometallurgy,4019
401902,field,Geomechanics and resources geotechnical engineering,4019
401903,field,Hydrometallurgy,4019
401904,field,Mineral processing/beneficiation,4019
401905,field,Mining engineering,4019
401906,field,Nuclear engineering (incl. fuel enrichment and waste processing and storage),4019
401907,field,Petroleum and reservoir engineering,4019
401908,field,Pyrometallurgy,4019
401999,field,Resources engineering and extractive metallurgy not elsewhere classified,4019
4099,group,Other engineering,40
409901,field,Agricultural engineering,4099
409902,field,Engineering instrumentation,4099
409903,field,Granular mechanics,4099
409999,field,Other engineering not elsewhere classified,4099
41,division,ENVIRONMENTAL SCIENCES,
4101,group,Climate change impacts and adaptation,41
410101,field,Carbon sequestration science,4101
410102,field,Ecological impacts of climate change and ecological adaptation,4101
410103,field,Human impacts of climate change and human adaptation,4101
410199,field,Climate change impacts and adaptation not elsewhere classified,4101
4102,group,Ecological applications,41
410201,field,Bioavailability and ecotoxicology,4102
410202,field,Biosecurity science and invasive species ecology,4102
410203,field,Ecosystem function,4102
410204,field,Ecosystem services (incl. pollination),4102
410205,field,Fire ecology,4102
410206,field,Landscape ecology,4102
410299,field,Ecological applications not elsewhere classified,4102
4103,group,Environmental biotechnology,41
410301,field,Biodiscovery,4103
410302,field,Biological control,4103
410303,field,Bioremediation,4103
410304,field,Environmental biotechnology diagnostics (incl. biosensors),4103
410305,field,Environmental marine biotechnology,4103
410306,field,Environmental nanotechnology and nanometrology,4103
410399,field,Environmental biotechnology not elsewhere classified,4103
4104,group,Environmental management,41
410401,field,Conservation and biodiversity,4104
410402,field,Environmental assessment and monitoring,4104
410403,field,Environmental education and extension,4104
410404,field,Environmental management,4104
410405,field,Environmental rehabilitation and restoration,4104
410406,field,Natural resource management,4104
410407,field,Wildlife and habitat management,4104
410499,field,Environmental management not elsewhere classified,4104
4105,group,Pollution and contamination,41
410501,field,Environmental biogeochemistry,4105
410502,field,Noise and wave pollution processes and measurement,4105
410503,field,Groundwater quality processes and contaminated land assessment,4105
410504,field,Surface water quality processes and contaminated sediment assessment,4105
410599,field,Pollution and contamination not elsewhere classified,4105
4106,group,Soil sciences,41
410601,field,Land capability and soil productivity,4106
410602,field,Pedology and pedometrics,4106
410603,field,Soil biology,4106
410604,field,Soil chemistry and soil carbon sequestration (excl. carbon sequestration science),4106
410605,field,Soil physics,4106
410699,field,Soil sciences not elsewhere classified,4106
4199,group,Other environmental sciences,41
419999,field,Other environmental sciences not elsewhere classified,4199
42,division,HEALTH SCIENCES,
4201,group,Allied health and rehabilitation science,42
420101,field,Arts therapy,4201
420102,field,Audiology,4201
420103,field,Music therapy,4201
420104,field,Occupational therapy,4201
420105,field,Orthoptics,4201
420106,field,Physiotherapy,4201
420107,field,Podiatry,4201
420108,field,Prosthetics and orthotics,4201
420109,field,Rehabilitation,4201
420110,field,Speech pathology,4201
420199,field,Allied health and rehabilitation science not elsewhere classified,4201
4202,group,Epidemiology,42
420201,field,Behavioural epidemiology,4202
420202,field,Disease surveillance,4202
420203,field,Environmental epidemiology,4202
420204,field,Epidemiological methods,4202
420205,field,Epidemiological modelling,4202
420206,field,Forensic epidemiology,4202
420207,field,Major global burdens of disease,4202
420208,field,Nutritional epidemiology,4202
420209,field,Occupational epidemiology,4202
420210,field,Social epidemiology,4202
420299,field,Epidemiology not elsewhere classified,4202
4203,group,Health services and systems,42
420301,field,Aged health care,4203
420302,field,Digital health,4203
420303,field,Family care,4203
420304,field,General practice,4203
420305,field,Health and community services,4203
420306,field,Health care administration,4203
420307,field,Health counselling,4203
420308,field,Health informatics and information systems,4203
420309,field,Health management,4203
420310,field,Health surveillance,4203
420311,field,Health systems,4203
420312,field,Implementation science and evaluation,4203
420313,field,Mental health services,4203
420314,field,Multimorbidity,4203
420315,field,One health,4203
420316,field,Palliative care,4203
420317,field,Patient safety,4203
420318,field,People with disability,4203
420319,field,Primary health care,4203
420320,field,Residential client care,4203
420321,field,Rural and remote health services,4203
420399,field,Health services and systems not elsewhere classified,4203
4204,group,Midwifery,42
420401,field,Clinical midwifery,4204
420402,field,Models of care and place of birth,4204
420403,field,Psychosocial aspects of childbirth and perinatal mental health,4204
420499,field,Midwifery not elsewhere classified,4204
4205,group,Nursing,42
420501,field,Acute care,4205
420502,field,Aged care nursing,4205
420503,field,Community and primary care,4205
420504,field,Mental health nursing,4205
420505,field,Nursing workforce,4205
420506,field,Sub-acute care,4205
420599,field,Nursing not elsewhere classified,4205
4206,group,Public health,42
420601,field,Community child health,4206
420602,field,Health equity,4206
420603,field,Health promotion,4206
420604,field,Injury prevention,4206
420605,field,Preventative health care,4206
420606,field,Social determinants of health,4206
420699,field,Public health not elsewhere classified,4206
4207,group,Sports science and exercise,42
420701,field,Biomechanics,4207
420702,field,Exercise physiology,4207
420703,field,Motor control,4207
420799,field,Sports science and exercise not elsewhere classified,4207
4208,group,"Traditional, complementary and integrative medicine",42
420801,field,Chiropractic,4208
420802,field,Naturopathy,4208
420803,field,Traditional Chinese medicine and treatments,4208
420899,field,"Traditional, complementary and integrative medicine not elsewhere classified",4208
4299,group,Other health sciences,42
429999,field,Other health sciences not elsewhere classified,4299
43,division,"HISTORY, HERITAGE AND ARCHAEOLOGY",
4301,group,Archaeology,43
430101,field,Archaeological science,4301
430102,field,"Archaeology of Asia, Africa and the Americas",4301
430103,field,Archaeology of Australia (excl. Aboriginal and Torres Strait Islander),4301
430104,field,"Archaeology of Europe, the Mediterranean and the Levant",4301
430105,field,Archaeology of New Zealand (excl. Māori),4301
430106,field,Digital archaeology,4301
430107,field,Historical archaeology (incl. industrial archaeology),4301
430108,field,Maritime archaeology,4301
430199,field,Archaeology not elsewhere classified,4301
4302,group,"Heritage, archive and museum studies",43
430201,field,"Archival, repository and related studies",4302
430202,field,"Critical heritage, museum and archive studies",4302
430203,field,Cultural heritage management (incl. world heritage),4302
430204,field,Digital heritage,4302
430205,field,Heritage and cultural conservation,4302
430206,field,Heritage collections and interpretations,4302
430207,field,"Heritage tourism, visitor and audience studies",4302
430208,field,Intangible heritage,4302
430209,field,Materials conservation,4302
430299,field,"Heritage, archive and museum studies not elsewhere classified",4302
4303,group,Historical studies,43
430301,field,Asian history,4303
430302,field,Australian history,4303
430303,field,Biography,4303
430304,field,British history,4303
430305,field,Classical Greek and Roman history,4303
430306,field,Digital history,4303
430307,field,Environmental history,4303
430308,field,"European history (excl. British, classical Greek and Roman)",4303
430309,field,Gender history,4303
430310,field,Global and world history,4303
430311,field,Historical studies of crime,4303
430312,field,Histories of race,4303
430313,field,"History of empires, imperialism and colonialism",4303
430314,field,History of religion,4303
430315,field,History of the pacific,4303
430316,field,International history,4303
430317,field,Latin and South American history,4303
430318,field,Middle Eastern and North African history,4303
430319,field,Migration history,4303
430320,field,New Zealand history,4303
430321,field,North American history,4303
430322,field,Sub-Saharan African history,4303
430323,field,Transnational history,4303
430399,field,Historical studies not elsewhere classified,4303
4399,group,"Other history, heritage and archaeology",43
439999,field,"Other history, heritage and archaeology not elsewhere classified",4399
44,division,HUMAN SOCIETY,
4401,group,Anthropology,44
440101,field,Anthropology of development,4401
440102,field,Anthropology of gender and sexuality,4401
440103,field,Biological (physical) anthropology,4401
440104,field,Environmental anthropology,4401
440105,field,Linguistic anthropology,4401
440106,field,Medical anthropology,4401
440107,field,Social and cultural anthropology,4401
440199,field,Anthropology not elsewhere classified,4401
4402,group,Criminology,44
440201,field,Causes and prevention of crime,4402
440202,field,"Correctional theory, offender treatment and rehabilitation",4402
440203,field,Courts and sentencing,4402
440204,field,Crime and social justice,4402
440205,field,Criminological theories,4402
440206,field,Critical approaches to crime,4402
440207,field,Cybercrime,4402
440208,field,Environmental crime,4402
440209,field,Gender and crime,4402
440210,field,Organised crime,4402
440211,field,"Police administration, procedures and practice",4402
440212,field,Private policing and security services,4402
440213,field,Race/ethnicity and crime,4402
440214,field,Sociological studies of crime,4402
440215,field,State crime,4402
440216,field,"Technology, crime and surveillance",4402
440217,field,Terrorism,4402
440218,field,Victims,4402
440219,field,White collar crime,4402
440299,field,Criminology not elsewhere classified,4402
4403,group,Demography,44
440301,field,Family and household studies,4403
440302,field,Fertility,4403
440303,field,Migration,4403
440304,field,Mortality,4403
440305,field,Population trends and policies,4403
440399,field,Demography not elsewhere classified,4403
4404,group,Development studies,44
440401,field,Development cooperation,4404
440402,field,"Humanitarian disasters, conflict and peacebuilding",4404
440403,field,"Labour, migration and development",4404
440404,field,Political economy and social change,4404
440405,field,"Poverty, inclusivity and wellbeing",4404
440406,field,Rural community development,4404
440407,field,Socio-economic development,4404
440408,field,Urban community development,4404
440499,field,Development studies not elsewhere classified,4404
4405,group,Gender studies,44
440501,field,Feminist and queer theory,4405
440502,field,Feminist methodologies,4405
440503,field,Feminist theory,4405
440504,field,Gender relations,4405
440505,field,Intersectional studies,4405
440506,field,Sexualities,4405
440507,field,Studies of men and masculinities,4405
440508,field,Transgender studies,4405
440509,field,Women's studies (incl. girls' studies),4405
440599,field,Gender studies not elsewhere classified,4405
4406,group,Human geography,44
440601,field,Cultural geography,4406
440602,field,Development geography,4406
440603,field,Economic geography,4406
440604,field,Environmental geography,4406
440605,field,Health geography,4406
440606,field,Political geography,4406
440607,field,Population geography,4406
440608,field,"Recreation, leisure and tourism geography",4406
440609,field,Rural and regional geography,4406
440610,field,Social geography,4406
440611,field,Transport geography,4406
440612,field,Urban geography,4406
440699,field,Human geography not elsewhere classified,4406
4407,group,Policy and administration,44
440701,field,Communications and media policy,4407
440702,field,Crime policy,4407
440703,field,Economic development policy,4407
440704,field,Environment policy,4407
440705,field,"Gender, policy and administration",4407
440706,field,Health policy,4407
440707,field,Housing policy,4407
440708,field,Public administration,4407
440709,field,Public policy,4407
440710,field,"Research, science and technology policy",4407
440711,field,Risk policy,4407
440712,field,Social policy,4407
440713,field,Tourism policy,4407
440714,field,Urban policy,4407
440799,field,Policy and administration not elsewhere classified,4407
4408,group,Political science,44
440801,field,Australian government and politics,4408
440802,field,Citizenship,4408
440803,field,Comparative government and politics,4408
440804,field,Defence studies,4408
440805,field,Environmental politics,4408
440806,field,Gender and politics,4408
440807,field,Government and politics of Asia and the Pacific,4408
440808,field,International relations,4408
440809,field,New Zealand government and politics,4408
440810,field,Peace studies,4408
440811,field,Political theory and political philosophy,4408
440899,field,Political science not elsewhere classified,4408
4409,group,Social work,44
440901,field,Clinical social work practice,4409
440902,field,"Counselling, wellbeing and community services",4409
440903,field,Social program evaluation,4409
440999,field,Social work not elsewhere classified,4409
4410,group,Sociology,44
441001,field,"Applied sociology, program evaluation and social impact assessment",4410
441002,field,Environmental sociology,4410
441003,field,Rural sociology,4410
441004,field,Social change,4410
441005,field,Social theory,4410
441006,field,Sociological methodology and research methods,4410
441007,field,Sociology and social studies of science and technology,4410
441008,field,Sociology of culture,4410
441009,field,Sociology of family and relationships,4410
441010,field,Sociology of gender,4410
441011,field,Sociology of health,4410
441012,field,Sociology of inequalities,4410
441013,field,"Sociology of migration, ethnicity and multiculturalism",4410
441014,field,Sociology of religion,4410
441015,field,Sociology of the life course,4410
441016,field,Urban sociology and community studies,4410
441099,field,Sociology not elsewhere classified,4410
4499,group,Other human society,44
449901,field,Studies of Asian society,4499
449999,field,Other human society not elsewhere classified,4499
45,division,INDIGENOUS STUDIES,
4501,group,"Aboriginal and Torres Strait Islander culture, language and history",45
450101,field,Aboriginal and Torres Strait Islander archaeology,4501
450102,field,Aboriginal and Torres Strait Islander artefacts,4501
450103,field,Aboriginal and Torres Strait Islander cultural history,4501
450104,field,Aboriginal and Torres Strait Islander culture,4501
450105,field,"Aboriginal and Torres Strait Islander curatorial, archives and museum studies",4501
450106,field,Aboriginal and Torres Strait Islander ethics,4501
450107,field,Aboriginal and Torres Strait Islander history,4501
450108,field,Aboriginal and Torres Strait Islander linguistics and languages,4501
450109,field,"Aboriginal and Torres Strait Islander literature, journalism and professional writing",4501
450110,field,"Aboriginal and Torres Strait Islander media, film, animation and photography",4501
450111,field,Aboriginal and Torres Strait Islander music and performing arts,4501
450112,field,Aboriginal and Torres Strait Islander philosophy,4501
450113,field,Aboriginal and Torres Strait Islander religion and religious studies,4501
450114,field,Aboriginal and Torres Strait Islander repatriation,4501
450115,field,Aboriginal and Torres Strait Islander research methods,4501
450116,field,Aboriginal and Torres Strait Islander visual arts and crafts,4501
450117,field,"Aboriginal and Torres Strait Islander ways of knowing, being and doing",4501
450118,field,Conservation of Aboriginal and Torres Strait Islander heritage,4501
450199,field,"Aboriginal and Torres Strait Islander culture, language and history not elsewhere classified",4501
4502,group,Aboriginal and Torres Strait Islander education,45
450201,field,Aboriginal and Torres Strait Islander curriculum and pedagogy,4502
450202,field,Aboriginal and Torres Strait Islander early childhood education,4502
450203,field,Aboriginal and Torres Strait Islander educational methods,4502
450204,field,"Aboriginal and Torres Strait Islander technical, further, continuing and community education",4502
450205,field,Aboriginal and Torres Strait Islander higher education,4502
450206,field,Aboriginal and Torres Strait Islander language education,4502
450207,field,Aboriginal and Torres Strait Islander men’s education,4502
450208,field,Aboriginal and Torres Strait Islander primary education,4502
450209,field,Aboriginal and Torres Strait Islander secondary education,4502
450210,field,Aboriginal and Torres Strait Islander student engagement and teaching,4502
450211,field,Aboriginal and Torres Strait Islander women’s education,4502
450212,field,Cultural responsiveness and working with Aboriginal and Torres Strait Islander communities education,4502
450213,field,"Embedding Aboriginal and Torres Strait Islander knowledges, histories, culture, country, perspectives and ethics in education",4502
450299,field,Aboriginal and Torres Strait Islander education not elsewhere classified,4502
4503,group,Aboriginal and Torres Strait Islander environmental knowledges and management,45
450301,field,Aboriginal and Torres Strait Islander agriculture and forestry,4503
450302,field,Aboriginal and Torres Strait Islander earth sciences,4503
450303,field,Aboriginal and Torres Strait Islander environmental conservation,4503
450304,field,Aboriginal and Torres Strait Islander environmental knowledges,4503
450305,field,Aboriginal and Torres Strait Islander fisheries and customary fisheries,4503
450306,field,Aboriginal and Torres Strait Islander land and water management,4503
450307,field,Aboriginal and Torres Strait Islander marine environment science,4503
450399,field,Aboriginal and Torres Strait Islander environmental knowledges and management not elsewhere classified,4503
4504,group,Aboriginal and Torres Strait Islander health and wellbeing,45
450401,field,Aboriginal and Torres Strait Islander and disability,4504
450402,field,Aboriginal and Torres Strait Islander biomedical and clinical sciences,4504
450403,field,Aboriginal and Torres Strait Islander child health and wellbeing,4504
450404,field,Aboriginal and Torres Strait Islander cultural determinants of health,4504
450405,field,Aboriginal and Torres Strait Islander diet and nutrition,4504
450406,field,Aboriginal and Torres Strait Islander epidemiology,4504
450407,field,Aboriginal and Torres Strait Islander health policy,4504
450408,field,Aboriginal and Torres Strait Islander health promotion,4504
450409,field,Aboriginal and Torres Strait Islander health services,4504
450410,field,Aboriginal and Torres Strait Islander lifecourse,4504
450411,field,Aboriginal and Torres Strait Islander medicine and treatments,4504
450412,field,Aboriginal and Torres Strait Islander men’s health and wellbeing,4504
450413,field,Aboriginal and Torres Strait Islander midwifery and paediatrics,4504
450414,field,Aboriginal and Torres Strait Islander mothers and babies health and wellbeing,4504
450415,field,Aboriginal and Torres Strait Islander nursing,4504
450416,field,Aboriginal and Torres Strait Islander psychology,4504
450417,field,Aboriginal and Torres Strait Islander public health and wellbeing,4504
450418,field,Aboriginal and Torres Strait Islander remote health,4504
450419,field,Aboriginal and Torres Strait Islander social determinants of health,4504
450420,field,"Aboriginal and Torres Strait Islander social, emotional, cultural and spiritual wellbeing",4504
450421,field,Aboriginal and Torres Strait Islander sport and physical activity,4504
450422,field,Aboriginal and Torres Strait Islander theory of change models for health,4504
450423,field,Aboriginal and Torres Strait Islander youth and family social and emotional wellbeing,4504
450499,field,Aboriginal and Torres Strait Islander health and wellbeing not elsewhere classified,4504
4505,group,"Aboriginal and Torres Strait Islander peoples, society and community",45
450501,field,Aboriginal and Torres Strait Islander accounting,4505
450502,field,Aboriginal and Torres Strait Islander anthropology,4505
450503,field,Aboriginal and Torres Strait Islander architecture,4505
450504,field,Aboriginal and Torres Strait Islander commerce,4505
450505,field,Aboriginal and Torres Strait Islander community and regional development,4505
450506,field,Aboriginal and Torres Strait Islander community governance and decision making,4505
450507,field,Aboriginal and Torres Strait Islander community-based research,4505
450508,field,Aboriginal and Torres Strait Islander criminology,4505
450509,field,Aboriginal and Torres Strait Islander customary law,4505
450510,field,Aboriginal and Torres Strait Islander design practice and management,4505
450511,field,Aboriginal and Torres Strait Islander economics,4505
450512,field,Aboriginal and Torres Strait Islander finance,4505
450513,field,Aboriginal and Torres Strait Islander human geography and demography,4505
450514,field,Aboriginal and Torres Strait Islander legislation,4505
450515,field,Aboriginal and Torres Strait Islander management,4505
450516,field,Aboriginal and Torres Strait Islander marketing,4505
450517,field,Aboriginal and Torres Strait Islander not-for-profit social enterprises,4505
450518,field,Aboriginal and Torres Strait Islander peoples and the law,4505
450519,field,Aboriginal and Torres Strait Islander perspectives,4505
450520,field,Aboriginal and Torres Strait Islander political participation and representation,4505
450521,field,Aboriginal and Torres Strait Islander politics,4505
450522,field,Aboriginal and Torres Strait Islander social impact and program evaluation,4505
