code,level,label,parent_code
211202,objective,Pacific Peoples connection to land and environment,2112
211299,objective,Pacific Peoples heritage and culture not elsewhere classified,2112
2199,group,Other Indigenous,21
219999,objective,Other Indigenous not elsewhere classified,2199
22,division,INFORMATION AND COMMUNICATION SERVICES,
2201,group,"Communication technologies, systems and services",22
220101,objective,E-infrastructures,2201
220102,objective,Internet protocols (ip),2201
220103,objective,Mobile technologies and communications,2201
220104,objective,Network security,2201
220105,objective,Network systems and services,2201
220106,objective,"Satellite technologies, networks and services",2201
220107,objective,"Wireless technologies, networks and services",2201
220199,objective,"Communication technologies, systems and services not elsewhere classified",2201
2202,group,Environmentally sustainable information and communication services,22
220201,objective,Management of solid waste from information and communication services,2202
220202,objective,Management of water consumption by information and communication services,2202
220299,objective,Environmentally sustainable information and communication services not elsewhere classified,2202
2203,group,Information services,22
220301,objective,Digital humanities,2203
220302,objective,Electronic information storage and retrieval services,2203
220303,objective,Library and archival services,2203
220304,objective,Museum and gallery collections,2203
220305,objective,News collection services,2203
220306,objective,Open access,2203
220399,objective,Information services not elsewhere classified,2203
2204,group,"Information systems, technologies and services",22
220401,objective,Application software packages,2204
220402,objective,Applied computing,2204
220403,objective,Artificial intelligence,2204
220404,objective,Computer systems,2204
220405,objective,Cybersecurity,2204
220406,objective,Graphics,2204
220407,objective,Human-computer interaction,2204
220408,objective,Information systems,2204
220499,objective,"Information systems, technologies and services not elsewhere classified",2204
2205,group,Media services,22
220501,objective,"Animation, video games and computer generated imagery services",2205
220502,objective,"Internet, digital and social media",2205
220503,objective,Publishing and print services,2205
220504,objective,"Radio, television, film and video services",2205
220599,objective,Media services not elsewhere classified,2205
2299,group,Other information and communication services,22
229999,objective,Other information and communication services not elsewhere classified,2299
23,division,"LAW, POLITICS AND COMMUNITY SERVICES",
2301,group,Community services,23
230101,objective,Ability and disability,2301
230102,objective,Ageing and older people,2301
230103,objective,Carers' support,2301
230104,objective,Children's services and childcare,2301
230105,objective,Citizenship and national identity,2301
230106,objective,Employment services,2301
230107,objective,Families and family services,2301
230108,objective,Gender and sexualities,2301
230109,objective,Homelessness and housing services,2301
